location_id,city,state_province,factory_name,coli_index
477,Hillsboro,Oregon,Lot's O' Nuts,111.8
478,Hillsboro,Oregon,Wicked Choccy's,111.8
479,Santa Clara,California,Wicked Choccy's,142.3
480,Santa Clara,California,Lot's O' Nuts,142.3
481,Mcallen,Texas,Wicked Choccy's,92.1
482,Mcallen,Texas,Lot's O' Nuts,92.1
483,Everett,Massachusetts,Lot's O' Nuts,141.2
484,Renton,Washington,Wicked Choccy's,114.1
485,Renton,Washington,Lot's O' Nuts,114.1
486,Orem,Utah,Wicked Choccy's,102.2
487,Orem,Utah,Lot's O' Nuts,102.2
488,Hot Springs,Arkansas,Lot's O' Nuts,89.6
489,Hot Springs,Arkansas,Wicked Choccy's,89.6
490,Troy,Ohio,Wicked Choccy's,94.3
491,Marietta,Georgia,Wicked Choccy's,92.5
492,Little Rock,Arkansas,Lot's O' Nuts,89.6
493,Little Rock,Arkansas,Wicked Choccy's,89.6
494,Grove City,Ohio,Wicked Choccy's,94.3
495,Grove City,Ohio,Lot's O' Nuts,94.3
496,Linden,New Jersey,Lot's O' Nuts,115.1
497,Long Beach,New York,Secret Factory,125.1
498,Everett,Massachusetts,Wicked Choccy's,141.2
499,Columbia,South Carolina,Lot's O' Nuts,94.7
500,Gresham,Oregon,Lot's O' Nuts,111.8
501,Urbandale,Iowa,Wicked Choccy's,89.7
502,Urbandale,Iowa,Lot's O' Nuts,89.7
503,Reading,Pennsylvania,Lot's O' Nuts,97.2
504,Lancaster,California,Wicked Choccy's,142.3
505,Colorado Springs,Colorado,Wicked Choccy's,102.7
506,Colorado Springs,Colorado,Lot's O' Nuts,102.7
507,Aurora,Colorado,Lot's O' Nuts,102.7
508,Florence,Kentucky,Lot's O' Nuts,92.5
509,El Paso,Texas,The Other Factory,92.1
510,New Bedford,Massachusetts,Wicked Choccy's,141.2
511,Brownsville,Texas,Lot's O' Nuts,92.1
512,Utica,New York,Lot's O' Nuts,125.1
513,Rochester,Minnesota,Lot's O' Nuts,94.6
514,Rochester,Minnesota,Wicked Choccy's,94.6
515,Watertown,New York,Lot's O' Nuts,125.1
516,Atlanta,Georgia,Wicked Choccy's,92.5
517,North Charleston,South Carolina,Wicked Choccy's,94.7
518,Redlands,California,Lot's O' Nuts,142.3
519,Redlands,California,Wicked Choccy's,142.3
520,Seattle,Washington,The Other Factory,114.1
521,Huntsville,Texas,Lot's O' Nuts,92.1
522,Lawton,Oklahoma,Lot's O' Nuts,86.0
523,Florence,South Carolina,Lot's O' Nuts,94.7
524,Covington,Washington,Wicked Choccy's,114.1
525,Norwich,Connecticut,Wicked Choccy's,112.7
